id,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
2849,Cruzeiro,Sport,1,0,H,2009
2850,Santo Andre,Corinthians,1,1,D,2009
2851,Palmeiras,Fluminense,1,0,H,2009
2852,Avai,Vitoria,4,0,H,2009
2853,Flamengo,Atletico-MG,3,1,H,2009
2854,Sao Paulo,Gremio,2,1,H,2009
2855,Sport,Palmeiras,0,1,A,2009
2856,Botafogo-RJ,Barueri,2,1,H,2009
2857,Flamengo,Nautico,1,1,D,2009
2858,Corinthians,Avai,0,0,D,2009
2859,Vitoria,Sao Paulo,0,1,A,2009
2860,Athletico-PR,Fluminense,1,0,H,2009
2861,Santo Andre,Goias,1,2,A,2009
2862,Gremio,Cruzeiro,4,1,H,2009
2863,Atletico-MG,Coritiba,3,2,H,2009
2864,Cruzeiro,Athletico-PR,0,2,A,2009
2865,Avai,Santo Andre,1,0,H,2009
2866,Sao Paulo,Botafogo-RJ,3,1,H,2009
2867,Nautico,Corinthians,1,0,H,2009
2868,Coritiba,Santos,0,1,A,2009
2869,Goias,Flamengo,3,2,H,2009
2870,Palmeiras,Gremio,1,1,D,2009
2871,Fluminense,Sport,5,1,H,2009
2872,Barueri,Vitoria,4,0,H,2009
2873,Santos,Avai,2,2,D,2009
2874,Nautico,Santo Andre,2,1,H,2009
2875,Botafogo-RJ,Athletico-PR,0,1,A,2009
2876,Flamengo,Corinthians,1,0,H,2009
2877,Vitoria,Fluminense,2,2,D,2009
2878,Coritiba,Cruzeiro,1,3,A,2009
2879,Sao Paulo,Goias,3,1,H,2009
2880,Barueri,Gremio,1,0,H,2009
2881,Internacional,Sport,3,0,H,2009
2882,Atletico-MG,Palmeiras,1,1,D,2009
2883,Avai,Nautico,2,1,H,2009
2884,Santo Andre,Internacional,0,2,A,2009
2885,Palmeiras,Botafogo-RJ,1,1,D,2009
2886,Fluminense,Coritiba,1,3,A,2009
2887,Gremio,Flamengo,4,1,H,2009
2888,Corinthians,Atletico-MG,2,0,H,2009
2889,Sport,Sao Paulo,1,2,A,2009
2890,Goias,Vitoria,3,2,H,2009
2891,Athletico-PR,Barueri,3,0,H,2009
2892,Cruzeiro,Santos,0,0,D,2009
2893,Santos,Gremio,1,0,H,2009
2894,Vitoria,Athletico-PR,2,1,H,2009
2895,Botafogo-RJ,Santo Andre,1,2,A,2009
2896,Barueri,Sport,2,1,H,2009
2897,Sao Paulo,Fluminense,1,0,H,2009
2898,Coritiba,Palmeiras,1,0,H,2009
2899,Internacional,Corinthians,1,2,A,2009
2900,Flamengo,Cruzeiro,1,2,A,2009
2901,Nautico,Goias,2,0,H,2009
2902,Atletico-MG,Avai,2,2,D,2009
2903,Palmeiras,Internacional,2,1,H,2009
2904,Santo Andre,Coritiba,1,0,H,2009
2905,Sport,Vitoria,2,0,H,2009
2906,Corinthians,Botafogo-RJ,3,3,D,2009
2907,Athletico-PR,Sao Paulo,1,0,H,2009
2908,Gremio,Atletico-MG,4,1,H,2009
2909,Fluminense,Barueri,0,0,D,2009
2910,Goias,Santos,2,1,H,2009
2911,Cruzeiro,Nautico,4,2,H,2009
2912,Avai,Flamengo,3,0,H,2009
2913,Santos,Internacional,3,3,D,2009
2914,Barueri,Corinthians,2,2,D,2009
2915,Botafogo-RJ,Cruzeiro,1,1,D,2009
2916,Coritiba,Avai,2,0,H,2009
2917,Flamengo,Santo Andre,3,0,H,2009
2918,Nautico,Athletico-PR,3,0,H,2009
2919,Sao Paulo,Palmeiras,0,0,D,2009
2920,Santos,Fluminense,2,0,H,2009
2921,Atletico-MG,Sport,1,1,D,2009
2922,Vitoria,Cruzeiro,3,3,D,2009
2923,Internacional,Goias,4,0,H,2009
2924,Botafogo-RJ,Gremio,3,3,D,2009
2925,Internacional,Atletico-MG,3,0,H,2009
2926,Corinthians,Santos,2,1,H,2009
2927,Palmeiras,Barueri,2,1,H,2009
2928,Gremio,Vitoria,1,1,D,2009
2929,Sport,Botafogo-RJ,2,1,H,2009
2930,Athletico-PR,Flamengo,0,0,D,2009
2931,Cruzeiro,Sao Paulo,1,2,A,2009
2932,Goias,Coritiba,2,2,D,2009
2933,Avai,Internacional,0,2,A,2009
2934,Fluminense,Nautico,1,1,D,2009
2935,Santo Andre,Atletico-MG,1,2,A,2009
2936,Sao Paulo,Avai,2,0,H,2009
2937,Flamengo,Sport,3,0,H,2009
2938,Santos,Santo Andre,1,0,H,2009
2939,Atletico-MG,Athletico-PR,2,1,H,2009
2940,Vitoria,Palmeiras,3,2,H,2009
2941,Internacional,Cruzeiro,2,3,A,2009
2942,Botafogo-RJ,Fluminense,0,0,D,2009
2943,Nautico,Gremio,0,2,A,2009
2944,Barueri,Goias,3,1,H,2009
2945,Coritiba,Corinthians,1,1,D,2009
2946,Athletico-PR,Sport,1,0,H,2009
2947,Vitoria,Internacional,2,0,H,2009
2948,Nautico,Atletico-MG,0,0,D,2009
2949,Gremio,Fluminense,5,1,H,2009
2950,Santo Andre,Sao Paulo,1,1,D,2009
2951,Avai,Barueri,4,0,H,2009
2952,Flamengo,Coritiba,3,0,H,2009
2953,Santos,Botafogo-RJ,0,0,D,2009
2954,Corinthians,Goias,1,4,A,2009
2955,Cruzeiro,Palmeiras,1,2,A,2009
2956,Palmeiras,Athletico-PR,2,1,H,2009
2957,Barueri,Cruzeiro,0,1,A,2009
2958,Internacional,Flamengo,0,0,D,2009
2959,Sao Paulo,Corinthians,1,1,D,2009
2960,Coritiba,Nautico,2,0,H,2009
2961,Goias,Gremio,2,1,H,2009
2962,Fluminense,Avai,3,2,H,2009
2963,Atletico-MG,Santos,3,1,H,2009
2964,Botafogo-RJ,Vitoria,1,3,A,2009
2965,Sport,Santo Andre,2,1,H,2009
2966,Nautico,Sao Paulo,1,2,A,2009
2967,Santo Andre,Vitoria,1,0,H,2009
2968,Corinthians,Athletico-PR,1,3,A,2009
2969,Atletico-MG,Barueri,2,1,H,2009
2970,Santos,Palmeiras,1,3,A,2009
2971,Gremio,Sport,3,3,D,2009
2972,Goias,Botafogo-RJ,1,3,A,2009
2973,Flamengo,Fluminense,2,0,H,2009
2974,Avai,Cruzeiro,2,2,D,2009
2975,Coritiba,Internacional,2,0,H,2009
2976,Sport,Santos,0,1,A,2009
2977,Barueri,Santo Andre,0,0,D,2009
2978,Athletico-PR,Gremio,0,0,D,2009
2979,Sao Paulo,Coritiba,2,2,D,2009
2980,Vitoria,Flamengo,3,3,D,2009
2981,Fluminense,Corinthians,1,1,D,2009
2982,Internacional,Nautico,3,1,H,2009
2983,Cruzeiro,Goias,3,0,H,2009
2984,Palmeiras,Avai,2,2,D,2009
2985,Botafogo-RJ,Atletico-MG,3,1,H,2009
2986,Corinthians,Gremio,2,1,H,2009
2987,Flamengo,Sao Paulo,2,1,H,2009
2988,Santo Andre,Fluminense,1,2,A,2009
2989,Internacional,Athletico-PR,1,1,D,2009
2990,Coritiba,Barueri,1,2,A,2009
2991,Santos,Vitoria,0,0,D,2009
2992,Atletico-MG,Cruzeiro,0,1,A,2009
2993,Goias,Sport,1,1,D,2009
2994,Nautico,Palmeiras,3,0,H,2009
2995,Botafogo-RJ,Avai,2,2,D,2009
2996,Barueri,Santos,0,0,D,2009
2997,Sao Paulo,Atletico-MG,0,1,A,2009
2998,Avai,Goias,2,1,H,2009
2999,Sport,Corinthians,2,0,H,2009
3000,Gremio,Coritiba,2,0,H,2009
3001,Fluminense,Internacional,2,2,D,2009
3002,Palmeiras,Flamengo,0,2,A,2009
3003,Athletico-PR,Santo Andre,3,0,H,2009
3004,Cruzeiro,Botafogo-RJ,1,0,H,2009
3005,Vitoria,Nautico,3,1,H,2009
3006,Santo Andre,Palmeiras,2,0,H,2009
3007,Atletico-MG,Vitoria,1,0,H,2009
3008,Nautico,Barueri,2,1,H,2009
3009,Santos,Sao Paulo,3,4,A,2009
3010,Internacional,Gremio,1,0,H,2009
3011,Coritiba,Athletico-PR,3,2,H,2009
3012,Goias,Fluminense,2,2,D,2009
3013,Corinthians,Cruzeiro,0,1,A,2009
3014,Avai,Sport,2,2,D,2009
3015,Botafogo-RJ,Flamengo,0,1,A,2009
3016,Athletico-PR,Santos,1,1,D,2009
3017,Botafogo-RJ,Nautico,1,0,H,2009
3018,Cruzeiro,Santo Andre,3,2,H,2009
3019,Gremio,Avai,3,1,H,2009
3020,Vitoria,Corinthians,0,1,A,2009
3021,Barueri,Flamengo,2,0,H,2009
3022,Sao Paulo,Internacional,1,0,H,2009
3023,Sport,Coritiba,1,1,D,2009
3024,Fluminense,Atletico-MG,2,1,H,2009
3025,Palmeiras,Goias,4,0,H,2009
3026,Flamengo,Santos,1,0,H,2009
3027,Avai,Athletico-PR,2,0,H,2009
3028,Sao Paulo,Barueri,1,0,H,2009
3029,Palmeiras,Corinthians,2,2,D,2009
3030,Internacional,Botafogo-RJ,0,1,A,2009
3031,Coritiba,Vitoria,1,0,H,2009
3032,Goias,Atletico-MG,2,3,A,2009
3033,Cruzeiro,Fluminense,2,3,A,2009
3034,Santo Andre,Gremio,2,0,H,2009
3035,Nautico,Sport,3,2,H,2009
3036,Gremio,Sao Paulo,1,1,D,2009
3037,Vitoria,Avai,0,1,A,2009
3038,Sport,Cruzeiro,2,3,A,2009
3039,Santos,Nautico,3,1,H,2009
3040,Fluminense,Palmeiras,1,0,H,2009
3041,Atletico-MG,Flamengo,1,3,A,2009
3042,Corinthians,Santo Andre,2,0,H,2009
3043,Barueri,Internacional,1,1,D,2009
3044,Botafogo-RJ,Coritiba,2,0,H,2009
3045,Athletico-PR,Goias,2,0,H,2009
3046,Palmeiras,Sport,2,2,D,2009
3047,Cruzeiro,Gremio,1,1,D,2009
3048,Sao Paulo,Vitoria,2,0,H,2009
3049,Coritiba,Atletico-MG,2,1,H,2009
3050,Nautico,Flamengo,0,2,A,2009
3051,Avai,Corinthians,3,1,H,2009
3052,Barueri,Botafogo-RJ,3,0,H,2009
3053,Fluminense,Athletico-PR,2,1,H,2009
3054,Goias,Santo Andre,3,1,H,2009
3055,Internacional,Santos,3,1,H,2009
3056,Gremio,Palmeiras,2,0,H,2009
3057,Corinthians,Nautico,2,3,A,2009
3058,Athletico-PR,Cruzeiro,1,1,D,2009
3059,Botafogo-RJ,Sao Paulo,3,2,H,2009
3060,Sport,Fluminense,0,3,A,2009
3061,Santo Andre,Avai,4,2,H,2009
3062,Santos,Coritiba,4,0,H,2009
3063,Vitoria,Barueri,2,1,H,2009
3064,Atletico-MG,Internacional,0,1,A,2009
3065,Flamengo,Goias,0,0,D,2009
3066,Goias,Sao Paulo,4,2,H,2009
3067,Corinthians,Flamengo,0,2,A,2009
3068,Palmeiras,Atletico-MG,3,1,H,2009
3069,Sport,Internacional,1,2,A,2009
3070,Gremio,Barueri,4,2,H,2009
3071,Avai,Santos,2,2,D,2009
3072,Cruzeiro,Coritiba,4,1,H,2009
3073,Santo Andre,Nautico,5,3,H,2009
3074,Athletico-PR,Botafogo-RJ,2,0,H,2009
3075,Fluminense,Vitoria,4,0,H,2009
3076,Atletico-MG,Corinthians,0,3,A,2009
3077,Nautico,Avai,0,1,A,2009
3078,Flamengo,Gremio,2,1,H,2009
3079,Botafogo-RJ,Palmeiras,2,1,H,2009
3080,Sao Paulo,Sport,4,0,H,2009
3081,Internacional,Santo Andre,4,1,H,2009
3082,Santos,Cruzeiro,1,2,A,2009
3083,Barueri,Athletico-PR,0,0,D,2009
3084,Vitoria,Goias,2,2,D,2009
3085,Coritiba,Fluminense,1,1,D,2009
3086,Botafogo-RJ,Santos,3,3,D,2010
3087,Atletico-GO,Gremio,0,0,D,2010
3088,Palmeiras,Vitoria,1,0,H,2010
3089,Flamengo,Sao Paulo,1,1,D,2010
3090,Atletico-MG,Vasco,2,1,H,2010
3091,Internacional,Cruzeiro,1,2,A,2010
3092,Corinthians,Athletico-PR,2,1,H,2010
3093,Ceara,Fluminense,1,0,H,2010
3094,Guarani,Goias,1,0,H,2010
3095,Avai,Gremio Prudente,6,1,H,2010
3096,Fluminense,Atletico-GO,1,0,H,2010
3097,Gremio Prudente,Atletico-MG,4,0,H,2010
3098,Vitoria,Flamengo,1,1,D,2010
3099,Santos,Ceara,1,1,D,2010
3100,Sao Paulo,Botafogo-RJ,1,2,A,2010
3101,Gremio,Corinthians,1,2,A,2010
3102,Goias,Internacional,2,3,A,2010
3103,Vasco,Palmeiras,0,0,D,2010
3104,Cruzeiro,Avai,2,2,D,2010
3105,Athletico-PR,Guarani,2,2,D,2010
3106,Botafogo-RJ,Goias,3,0,H,2010
3107,Atletico-GO,Santos,1,2,A,2010
3108,Palmeiras,Gremio,4,2,H,2010
3109,Atletico-MG,Athletico-PR,3,1,H,2010
3110,Internacional,Sao Paulo,0,2,A,2010
3111,Corinthians,Fluminense,1,0,H,2010
3112,Ceara,Vitoria,1,0,H,2010
3113,Guarani,Cruzeiro,2,2,D,2010
3114,Avai,Vasco,2,0,H,2010
3115,Flamengo,Gremio Prudente,3,1,H,2010
3116,Guarani,Sao Paulo,0,0,D,2010
3117,Atletico-MG,Fluminense,1,3,A,2010
3118,Internacional,Athletico-PR,4,1,H,2010
3119,Corinthians,Santos,4,2,H,2010
3120,Ceara,Cruzeiro,1,0,H,2010
3121,Botafogo-RJ,Vasco,1,1,D,2010
3122,Atletico-GO,Goias,1,3,A,2010
3123,Vitoria,Atletico-MG,4,3,H,2010
3124,Fluminense,Flamengo,2,1,H,2010
3125,Gremio,Avai,3,0,H,2010
3126,Sao Paulo,Palmeiras,1,0,H,2010
3127,Gremio Prudente,Corinthians,2,2,D,2010
3128,Santos,Guarani,3,1,H,2010
3129,Cruzeiro,Botafogo-RJ,1,0,H,2010
3130,Goias,Ceara,0,0,D,2010
3131,Vasco,Internacional,3,2,H,2010
3132,Athletico-PR,Atletico-GO,2,1,H,2010
3133,Avai,Vitoria,0,0,D,2010
3134,Flamengo,Gremio,1,1,D,2010
3135,Palmeiras,Gremio Prudente,0,0,D,2010
3136,Athletico-PR,Botafogo-RJ,3,2,H,2010
3137,Fluminense,Vitoria,2,1,H,2010
3138,Gremio Prudente,Atletico-GO,1,0,H,2010
3139,Ceara,Avai,2,0,H,2010
3140,Cruzeiro,Santos,0,0,D,2010
3141,Palmeiras,Flamengo,0,1,A,2010
3142,Goias,Sao Paulo,2,1,H,2010
3143,Gremio,Atletico-MG,2,1,H,2010
3144,Vasco,Guarani,0,1,A,2010
3145,Corinthians,Internacional,2,0,H,2010
3146,Avai,Fluminense,0,3,A,2010
3147,Flamengo,Goias,1,2,A,2010
3148,Vitoria,Athletico-PR,1,0,H,2010
3149,Sao Paulo,Gremio,3,1,H,2010
3150,Santos,Vasco,4,0,H,2010
3151,Atletico-MG,Ceara,0,1,A,2010
3152,Botafogo-RJ,Corinthians,2,2,D,2010
3153,Guarani,Gremio Prudente,1,0,H,2010
3154,Internacional,Palmeiras,1,1,D,2010
3155,Atletico-GO,Cruzeiro,2,1,H,2010
3156,Gremio,Vitoria,1,1,D,2010
3157,Athletico-PR,Cruzeiro,0,2,A,2010
3158,Sao Paulo,Avai,1,2,A,2010
3159,Flamengo,Botafogo-RJ,1,0,H,2010
3160,Ceara,Corinthians,0,0,D,2010
3161,Goias,Vasco,0,0,D,2010
3162,Guarani,Internacional,0,3,A,2010
3163,Palmeiras,Santos,2,1,H,2010
3164,Atletico-MG,Atletico-GO,3,2,H,2010
3165,Fluminense,Gremio Prudente,1,1,D,2010
3166,Vasco,Athletico-PR,3,1,H,2010
3167,Vitoria,Sao Paulo,3,2,H,2010
3168,Internacional,Ceara,2,1,H,2010
3169,Atletico-GO,Flamengo,0,1,A,2010
3170,Corinthians,Atletico-MG,1,0,H,2010
3171,Avai,Palmeiras,4,2,H,2010
3172,Santos,Fluminense,0,1,A,2010
3173,Cruzeiro,Goias,1,0,H,2010
3174,Botafogo-RJ,Guarani,1,1,D,2010
3175,Gremio Prudente,Gremio,2,0,H,2010
3176,Sao Paulo,Gremio Prudente,1,1,D,2010
3177,Atletico-MG,Internacional,1,2,A,2010
3178,Vitoria,Goias,2,2,D,2010
3179,Flamengo,Avai,1,1,D,2010
3180,Atletico-GO,Corinthians,3,1,H,2010
3181,Gremio,Vasco,1,1,D,2010
3182,Athletico-PR,Santos,2,0,H,2010
3183,Guarani,Ceara,1,1,D,2010
3184,Palmeiras,Botafogo-RJ,2,2,D,2010
3185,Fluminense,Cruzeiro,1,0,H,2010
3186,Vasco,Atletico-GO,2,0,H,2010
3187,Avai,Atletico-MG,0,0,D,2010
3188,Gremio Prudente,Vitoria,0,0,D,2010
3189,Santos,Sao Paulo,1,0,H,2010
3190,Cruzeiro,Gremio,2,2,D,2010
3191,Internacional,Flamengo,1,0,H,2010
3192,Goias,Athletico-PR,0,2,A,2010
3193,Ceara,Palmeiras,0,0,D,2010
3194,Corinthians,Guarani,3,1,H,2010
3195,Botafogo-RJ,Fluminense,1,1,D,2010
3196,Sao Paulo,Ceara,2,1,H,2010
3197,Fluminense,Athletico-PR,3,1,H,2010
3198,Atletico-GO,Guarani,1,1,D,2010
3199,Palmeiras,Corinthians,1,1,D,2010
3200,Vitoria,Botafogo-RJ,1,3,A,2010
3201,Internacional,Gremio,0,0,D,2010
3202,Avai,Goias,4,1,H,2010
3203,Atletico-MG,Cruzeiro,0,1,A,2010
3204,Flamengo,Vasco,0,0,D,2010
3205,Gremio Prudente,Santos,1,2,A,2010
3206,Botafogo-RJ,Atletico-MG,3,0,H,2010
3207,Guarani,Avai,4,1,H,2010
3208,Corinthians,Flamengo,1,0,H,2010
3209,Goias,Palmeiras,1,1,D,2010
3210,Ceara,Atletico-GO,0,0,D,2010
3211,Vasco,Vitoria,1,0,H,2010
3212,Cruzeiro,Gremio Prudente,0,0,D,2010
3213,Gremio,Fluminense,1,2,A,2010
3214,Athletico-PR,Sao Paulo,1,1,D,2010
3215,Flamengo,Ceara,1,0,H,2010
3216,Palmeiras,Athletico-PR,2,0,H,2010
3217,Atletico-GO,Botafogo-RJ,0,2,A,2010
3218,Atletico-MG,Guarani,3,1,H,2010
3219,Sao Paulo,Cruzeiro,2,2,D,2010
3220,Fluminense,Internacional,3,0,H,2010
3221,Gremio Prudente,Vasco,1,2,A,2010
3222,Avai,Corinthians,3,2,H,2010
3223,Vitoria,Santos,4,2,H,2010
3224,Gremio,Goias,2,0,H,2010
3225,Goias,Gremio Prudente,1,2,A,2010
3226,Ceara,Gremio,2,1,H,2010
3227,Botafogo-RJ,Avai,1,0,H,2010
3228,Santos,Atletico-MG,2,0,H,2010
3229,Internacional,Atletico-GO,1,1,D,2010
3230,Athletico-PR,Flamengo,1,0,H,2010
3231,Guarani,Palmeiras,0,0,D,2010
3232,Cruzeiro,Vitoria,0,1,A,2010
3233,Vasco,Fluminense,2,2,D,2010
3234,Corinthians,Sao Paulo,3,0,H,2010
3235,Goias,Fluminense,0,3,A,2010
3236,Botafogo-RJ,Ceara,1,0,H,2010
3237,Avai,Internacional,0,1,A,2010
3238,Gremio Prudente,Athletico-PR,0,1,A,2010
3239,Sao Paulo,Vasco,0,0,D,2010
3240,Cruzeiro,Corinthians,1,0,H,2010
3241,Gremio,Santos,1,2,A,2010
3242,Vitoria,Guarani,1,1,D,2010
3243,Flamengo,Atletico-MG,0,0,D,2010
3244,Palmeiras,Atletico-GO,0,3,A,2010
3245,Santos,Goias,2,0,H,2010
3246,Internacional,Botafogo-RJ,1,0,H,2010
3247,Vasco,Cruzeiro,1,1,D,2010
3248,Ceara,Gremio Prudente,2,2,D,2010
3249,Corinthians,Vitoria,2,1,H,2010
3250,Guarani,Flamengo,2,1,H,2010
3251,Atletico-MG,Palmeiras,1,2,A,2010
3252,Fluminense,Sao Paulo,2,2,D,2010
3253,Atletico-GO,Avai,2,2,D,2010
3254,Athletico-PR,Gremio,1,1,D,2010
3255,Gremio,Guarani,1,0,H,2010
3256,Vitoria,Internacional,0,0,D,2010
3257,Gremio Prudente,Botafogo-RJ,0,1,A,2010
3258,Goias,Atletico-MG,1,3,A,2010
3259,Cruzeiro,Flamengo,1,0,H,2010
3260,Athletico-PR,Ceara,2,1,H,2010
3261,Fluminense,Palmeiras,1,1,D,2010
3262,Santos,Avai,2,1,H,2010
3263,Sao Paulo,Atletico-GO,2,1,H,2010
3264,Ceara,Vasco,0,2,A,2010
3265,Corinthians,Goias,5,1,H,2010
3266,Botafogo-RJ,Gremio,2,2,D,2010
3267,Flamengo,Santos,0,0,D,2010
3268,Guarani,Fluminense,2,1,H,2010
3269,Palmeiras,Cruzeiro,2,3,A,2010
3270,Avai,Athletico-PR,0,1,A,2010
3271,Atletico-MG,Sao Paulo,2,3,A,2010
3272,Atletico-GO,Vitoria,4,1,H,2010
3273,Internacional,Gremio Prudente,2,0,H,2010
3274,Fluminense,Ceara,3,1,H,2010
3275,Cruzeiro,Internacional,1,0,H,2010
3276,Gremio,Atletico-GO,2,0,H,2010
3277,Goias,Guarani,3,1,H,2010
3278,Sao Paulo,Flamengo,2,0,H,2010
3279,Vitoria,Palmeiras,1,1,D,2010
3280,Athletico-PR,Corinthians,1,1,D,2010
3281,Santos,Botafogo-RJ,0,1,A,2010
3282,Vasco,Atletico-MG,1,1,D,2010
3283,Gremio Prudente,Avai,1,1,D,2010
3284,Flamengo,Vitoria,2,2,D,2010
3285,Corinthians,Gremio,0,1,A,2010
3286,Atletico-GO,Fluminense,2,1,H,2010
3287,Palmeiras,Vasco,0,0,D,2010
3288,Botafogo-RJ,Sao Paulo,2,0,H,2010
3289,Atletico-MG,Gremio Prudente,1,0,H,2010
3290,Avai,Cruzeiro,1,2,A,2010
3291,Guarani,Athletico-PR,1,0,H,2010
3292,Internacional,Goias,0,0,D,2010
3293,Ceara,Santos,2,1,H,2010
3294,Santos,Atletico-GO,4,2,H,2010
3295,Cruzeiro,Guarani,4,2,H,2010
3296,Goias,Botafogo-RJ,4,1,H,2010
3297,Athletico-PR,Atletico-MG,2,1,H,2010
3298,Fluminense,Corinthians,1,2,A,2010
3299,Gremio Prudente,Flamengo,1,2,A,2010
3300,Gremio,Palmeiras,1,2,A,2010
3301,Vitoria,Ceara,0,0,D,2010
3302,Sao Paulo,Internacional,1,3,A,2010
3303,Vasco,Avai,1,1,D,2010
3304,Corinthians,Gremio Prudente,3,0,H,2010
3305,Botafogo-RJ,Cruzeiro,2,2,D,2010
3306,Atletico-GO,Athletico-PR,1,2,A,2010
3307,Palmeiras,Sao Paulo,0,2,A,2010
3308,Guarani,Santos,0,0,D,2010
3309,Atletico-MG,Vitoria,2,3,A,2010
3310,Internacional,Vasco,1,0,H,2010
3311,Flamengo,Fluminense,3,3,D,2010
3312,Avai,Gremio,0,3,A,2010
3313,Ceara,Goias,1,1,D,2010
3314,Sao Paulo,Guarani,2,1,H,2010
3315,Gremio Prudente,Palmeiras,0,1,A,2010
3316,Cruzeiro,Ceara,2,0,H,2010
3317,Goias,Atletico-GO,1,3,A,2010
3318,Vasco,Botafogo-RJ,2,2,D,2010
3319,Athletico-PR,Internacional,1,0,H,2010
3320,Gremio,Flamengo,2,2,D,2010
3321,Santos,Corinthians,2,3,A,2010
3322,Fluminense,Atletico-MG,5,1,H,2010
3323,Vitoria,Avai,3,0,H,2010
3324,Santos,Cruzeiro,4,1,H,2010
3325,Sao Paulo,Goias,0,3,A,2010
3326,Guarani,Vasco,1,0,H,2010
3327,Atletico-GO,Gremio Prudente,3,0,H,2010
3328,Flamengo,Palmeiras,1,3,A,2010
3329,Internacional,Corinthians,3,2,H,2010
3330,Vitoria,Fluminense,1,2,A,2010
3331,Botafogo-RJ,Athletico-PR,1,1,D,2010
3332,Avai,Ceara,5,0,H,2010
3333,Atletico-MG,Gremio,1,2,A,2010
3334,Vasco,Santos,3,1,H,2010
3335,Goias,Flamengo,1,1,D,2010
3336,Palmeiras,Internacional,2,0,H,2010
3337,Gremio Prudente,Guarani,4,2,H,2010
3338,Cruzeiro,Atletico-GO,3,0,H,2010
3339,Athletico-PR,Vitoria,1,0,H,2010
3340,Fluminense,Avai,1,0,H,2010
3341,Gremio,Sao Paulo,4,2,H,2010
3342,Corinthians,Botafogo-RJ,1,1,D,2010
3343,Ceara,Atletico-MG,0,0,D,2010
3344,Vasco,Goias,3,2,H,2010
3345,Santos,Palmeiras,1,1,D,2010
