id,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
4412,Vasco,Athletico-PR,0,0,D,2013
4413,Internacional,Santos,1,2,A,2013
4414,Athletico-PR,Fluminense,1,1,D,2013
4415,Goias,Cruzeiro,1,2,A,2013
4416,Bahia,Criciuma,2,2,D,2013
4417,Nautico,Gremio,0,2,A,2013
4418,Botafogo-RJ,Corinthians,1,0,H,2013
4419,Portuguesa,Vasco,2,0,H,2013
4420,Internacional,Vitoria,2,2,D,2013
4421,Sao Paulo,Ponte Preta,1,0,H,2013
4422,Flamengo,Santos,2,1,H,2013
4423,Atletico-MG,Coritiba,3,0,H,2013
4424,Cruzeiro,Athletico-PR,1,0,H,2013
4425,Fluminense,Portuguesa,2,1,H,2013
4426,Criciuma,Internacional,0,1,A,2013
4427,Ponte Preta,Flamengo,1,1,D,2013
4428,Vasco,Sao Paulo,0,2,A,2013
4429,Corinthians,Goias,1,2,A,2013
4430,Coritiba,Bahia,2,2,D,2013
4431,Vitoria,Nautico,2,1,H,2013
4432,Santos,Botafogo-RJ,1,2,A,2013
4433,Gremio,Atletico-MG,0,1,A,2013
4434,Vasco,Vitoria,1,2,A,2013
4435,Gremio,Santos,1,1,D,2013
4436,Coritiba,Goias,2,2,D,2013
4437,Criciuma,Fluminense,1,2,A,2013
4438,Sao Paulo,Atletico-MG,1,0,H,2013
4439,Ponte Preta,Corinthians,2,0,H,2013
4440,Cruzeiro,Botafogo-RJ,3,0,H,2013
4441,Flamengo,Athletico-PR,2,4,A,2013
4442,Bahia,Internacional,2,0,H,2013
4443,Portuguesa,Nautico,3,0,H,2013
4444,Fluminense,Coritiba,1,1,D,2013
4445,Vitoria,Gremio,0,0,D,2013
4446,Goias,Sao Paulo,1,0,H,2013
4447,Internacional,Portuguesa,0,1,A,2013
4448,Nautico,Flamengo,0,0,D,2013
4449,Botafogo-RJ,Bahia,1,2,A,2013
4450,Corinthians,Cruzeiro,0,0,D,2013
4451,Santos,Criciuma,2,1,H,2013
4452,Athletico-PR,Ponte Preta,1,0,H,2013
4453,Atletico-MG,Vasco,2,1,H,2013
4454,Santos,Nautico,1,1,D,2013
4455,Criciuma,Atletico-MG,1,1,D,2013
4456,Goias,Fluminense,1,2,A,2013
4457,Nautico,Coritiba,3,0,H,2013
4458,Botafogo-RJ,Ponte Preta,0,1,A,2013
4459,Bahia,Vasco,0,0,D,2013
4460,Flamengo,Criciuma,4,1,H,2013
4461,Portuguesa,Corinthians,4,0,H,2013
4462,Sao Paulo,Gremio,0,1,A,2013
4463,Atletico-MG,Santos,3,1,H,2013
4464,Athletico-PR,Vitoria,3,5,A,2013
4465,Internacional,Cruzeiro,1,2,A,2013
4466,Ponte Preta,Nautico,1,2,A,2013
4467,Gremio,Athletico-PR,1,0,H,2013
4468,Cruzeiro,Portuguesa,4,0,H,2013
4469,Fluminense,Botafogo-RJ,1,1,D,2013
4470,Vitoria,Goias,2,1,H,2013
4471,Coritiba,Flamengo,0,2,A,2013
4472,Corinthians,Bahia,2,0,H,2013
4473,Santos,Sao Paulo,3,0,H,2013
4474,Atletico-MG,Ponte Preta,4,0,H,2013
4475,Vasco,Internacional,3,1,H,2013
4476,Botafogo-RJ,Gremio,0,1,A,2013
4477,Sao Paulo,Vitoria,3,2,H,2013
4478,Atletico-MG,Corinthians,0,0,D,2013
4479,Athletico-PR,Coritiba,2,1,H,2013
4480,Flamengo,Vasco,1,1,D,2013
4481,Internacional,Fluminense,1,0,H,2013
4482,Nautico,Cruzeiro,1,4,A,2013
4483,Bahia,Ponte Preta,1,1,D,2013
4484,Goias,Criciuma,1,1,D,2013
4485,Portuguesa,Santos,3,0,H,2013
4486,Coritiba,Santos,1,0,H,2013
4487,Gremio,Criciuma,1,2,A,2013
4488,Ponte Preta,Atletico-MG,2,0,H,2013
4489,Bahia,Vitoria,2,0,H,2013
4490,Corinthians,Athletico-PR,0,0,D,2013
4491,Cruzeiro,Sao Paulo,0,2,A,2013
4492,Nautico,Botafogo-RJ,1,3,A,2013
4493,Vasco,Fluminense,1,0,H,2013
4494,Portuguesa,Goias,1,2,A,2013
4495,Flamengo,Internacional,2,1,H,2013
4496,Fluminense,Gremio,1,1,D,2013
4497,Vitoria,Coritiba,2,1,H,2013
4498,Santos,Ponte Preta,2,1,H,2013
4499,Atletico-MG,Cruzeiro,1,0,H,2013
4500,Criciuma,Vasco,3,2,H,2013
4501,Internacional,Nautico,4,1,H,2013
4502,Sao Paulo,Corinthians,0,0,D,2013
4503,Athletico-PR,Portuguesa,1,0,H,2013
4504,Botafogo-RJ,Flamengo,2,1,H,2013
4505,Goias,Bahia,3,1,H,2013
4506,Cruzeiro,Fluminense,1,0,H,2013
4507,Santos,Internacional,0,0,D,2013
4508,Criciuma,Portuguesa,1,3,A,2013
4509,Ponte Preta,Coritiba,1,0,H,2013
4510,Sao Paulo,Nautico,3,0,H,2013
4511,Flamengo,Bahia,2,1,H,2013
4512,Athletico-PR,Atletico-MG,1,0,H,2013
4513,Gremio,Corinthians,1,0,H,2013
4514,Vasco,Goias,0,2,A,2013
4515,Vitoria,Botafogo-RJ,1,0,H,2013
4516,Fluminense,Ponte Preta,1,1,D,2013
4517,Nautico,Santos,1,5,A,2013
4518,Corinthians,Criciuma,1,0,H,2013
4519,Atletico-MG,Flamengo,1,0,H,2013
4520,Bahia,Sao Paulo,0,1,A,2013
4521,Goias,Athletico-PR,3,0,H,2013
4522,Internacional,Gremio,2,2,D,2013
4523,Botafogo-RJ,Vasco,2,2,D,2013
4524,Coritiba,Cruzeiro,2,1,H,2013
4525,Portuguesa,Vitoria,1,1,D,2013
4526,Botafogo-RJ,Atletico-MG,1,0,H,2013
4527,Cruzeiro,Criciuma,5,3,H,2013
4528,Bahia,Athletico-PR,1,1,D,2013
4529,Corinthians,Santos,1,1,D,2013
4530,Internacional,Sao Paulo,2,3,A,2013
4531,Ponte Preta,Vasco,2,1,H,2013
4532,Portuguesa,Flamengo,0,0,D,2013
4533,Coritiba,Gremio,4,0,H,2013
4534,Fluminense,Vitoria,2,3,A,2013
4535,Nautico,Goias,0,2,A,2013
4536,Sao Paulo,Portuguesa,2,1,H,2013
4537,Vasco,Coritiba,2,1,H,2013
4538,Atletico-MG,Nautico,5,0,H,2013
4539,Goias,Botafogo-RJ,1,0,H,2013
4540,Gremio,Bahia,0,0,D,2013
4541,Santos,Cruzeiro,0,1,A,2013
4542,Vitoria,Corinthians,1,1,D,2013
4543,Athletico-PR,Internacional,1,0,H,2013
4544,Criciuma,Ponte Preta,1,1,D,2013
4545,Flamengo,Fluminense,1,0,H,2013
4546,Bahia,Atletico-MG,0,0,D,2013
4547,Portuguesa,Coritiba,0,0,D,2013
4548,Flamengo,Goias,1,1,D,2013
4549,Athletico-PR,Sao Paulo,3,0,H,2013
4550,Cruzeiro,Gremio,3,0,H,2013
4551,Internacional,Botafogo-RJ,2,1,H,2013
4552,Ponte Preta,Vitoria,0,3,A,2013
4553,Corinthians,Fluminense,1,0,H,2013
4554,Nautico,Criciuma,0,1,A,2013
4555,Vasco,Santos,2,2,D,2013
4556,Goias,Ponte Preta,2,0,H,2013
4557,Gremio,Vasco,1,0,H,2013
4558,Botafogo-RJ,Portuguesa,0,0,D,2013
4559,Criciuma,Athletico-PR,2,1,H,2013
4560,Coritiba,Corinthians,0,1,A,2013
4561,Sao Paulo,Flamengo,2,0,H,2013
4562,Vitoria,Cruzeiro,1,3,A,2013
4563,Santos,Bahia,3,0,H,2013
4564,Atletico-MG,Internacional,2,1,H,2013
4565,Fluminense,Nautico,2,0,H,2013
4566,Botafogo-RJ,Athletico-PR,4,0,H,2013
4567,Coritiba,Criciuma,1,2,A,2013
4568,Corinthians,Vasco,0,0,D,2013
4569,Cruzeiro,Ponte Preta,2,2,D,2013
4570,Fluminense,Sao Paulo,2,1,H,2013
4571,Vitoria,Santos,2,0,H,2013
4572,Goias,Internacional,3,1,H,2013
4573,Gremio,Flamengo,2,1,H,2013
4574,Nautico,Bahia,0,1,A,2013
4575,Portuguesa,Atletico-MG,2,0,H,2013
4576,Criciuma,Vitoria,1,1,D,2013
4577,Vasco,Cruzeiro,2,1,H,2013
4578,Atletico-MG,Goias,4,1,H,2013
4579,Athletico-PR,Nautico,6,1,H,2013
4580,Flamengo,Corinthians,1,0,H,2013
4581,Ponte Preta,Gremio,1,1,D,2013
4582,Santos,Fluminense,1,0,H,2013
4583,Bahia,Portuguesa,1,0,H,2013
4584,Internacional,Coritiba,0,0,D,2013
4585,Sao Paulo,Botafogo-RJ,1,1,D,2013
4586,Fluminense,Atletico-MG,2,2,D,2013
4587,Corinthians,Internacional,0,0,D,2013
4588,Coritiba,Botafogo-RJ,2,1,H,2013
4589,Criciuma,Sao Paulo,1,0,H,2013
4590,Cruzeiro,Bahia,1,2,A,2013
4591,Ponte Preta,Portuguesa,0,2,A,2013
4592,Vasco,Nautico,2,0,H,2013
4593,Vitoria,Flamengo,4,2,H,2013
4594,Gremio,Goias,1,0,H,2013
4595,Santos,Athletico-PR,2,1,H,2013
4596,Flamengo,Cruzeiro,1,1,D,2013
4597,Nautico,Corinthians,1,0,H,2013
4598,Atletico-MG,Vitoria,2,2,D,2013
4599,Athletico-PR,Vasco,5,1,H,2013
4600,Bahia,Fluminense,1,2,A,2013
4601,Botafogo-RJ,Criciuma,3,0,H,2013
4602,Goias,Santos,0,3,A,2013
4603,Internacional,Ponte Preta,0,0,D,2013
4604,Portuguesa,Gremio,0,0,D,2013
4605,Sao Paulo,Coritiba,0,1,A,2013
4606,Fluminense,Figueirense,3,0,H,2014
4607,Internacional,Vitoria,1,0,H,2014
4608,Chapecoense,Coritiba,0,0,D,2014
4609,Athletico-PR,Gremio,1,0,H,2014
4610,Sao Paulo,Botafogo-RJ,3,0,H,2014
4611,Bahia,Cruzeiro,1,2,A,2014
4612,Atletico-MG,Corinthians,0,0,D,2014
4613,Flamengo,Goias,0,0,D,2014
4614,Santos,Sport,1,1,D,2014
4615,Criciuma,Palmeiras,1,2,A,2014
4616,Coritiba,Santos,0,0,D,2014
4617,Palmeiras,Fluminense,0,1,A,2014
4618,Botafogo-RJ,Internacional,2,2,D,2014
4619,Vitoria,Athletico-PR,2,2,D,2014
4620,Corinthians,Flamengo,2,0,H,2014
4621,Cruzeiro,Sao Paulo,1,1,D,2014
4622,Figueirense,Bahia,0,2,A,2014
4623,Gremio,Atletico-MG,2,1,H,2014
4624,Goias,Criciuma,1,0,H,2014
4625,Sport,Chapecoense,2,1,H,2014
4626,Santos,Gremio,0,0,D,2014
4627,Athletico-PR,Cruzeiro,2,3,A,2014
4628,Sao Paulo,Coritiba,2,2,D,2014
4629,Fluminense,Vitoria,1,2,A,2014
4630,Criciuma,Figueirense,1,0,H,2014
4631,Internacional,Sport,2,1,H,2014
4632,Bahia,Botafogo-RJ,1,0,H,2014
4633,Flamengo,Palmeiras,4,2,H,2014
4634,Chapecoense,Corinthians,0,1,A,2014
4635,Atletico-MG,Goias,0,1,A,2014
4636,Internacional,Athletico-PR,2,1,H,2014
4637,Palmeiras,Goias,2,0,H,2014
4638,Botafogo-RJ,Criciuma,6,0,H,2014
4639,Chapecoense,Gremio,1,2,A,2014
4640,Fluminense,Flamengo,2,0,H,2014
4641,Atletico-MG,Cruzeiro,2,1,H,2014
4642,Sao Paulo,Corinthians,1,1,D,2014
4643,Figueirense,Santos,0,2,A,2014
4644,Coritiba,Sport,0,1,A,2014
4645,Bahia,Vitoria,1,1,D,2014
4646,Goias,Botafogo-RJ,2,0,H,2014
4647,Cruzeiro,Coritiba,3,2,H,2014
4648,Gremio,Fluminense,1,0,H,2014
4649,Corinthians,Figueirense,0,1,A,2014
4650,Flamengo,Sao Paulo,0,2,A,2014
4651,Athletico-PR,Chapecoense,1,1,D,2014
4652,Vitoria,Palmeiras,0,1,A,2014
4653,Criciuma,Internacional,0,0,D,2014
4654,Santos,Atletico-MG,1,2,A,2014
4655,Coritiba,Internacional,1,1,D,2014
4656,Flamengo,Bahia,1,1,D,2014
4657,Cruzeiro,Sport,2,0,H,2014
4658,Criciuma,Chapecoense,1,0,H,2014
4659,Corinthians,Athletico-PR,1,1,D,2014
4660,Fluminense,Sao Paulo,5,2,H,2014
4661,Gremio,Botafogo-RJ,2,1,H,2014
4662,Palmeiras,Figueirense,1,0,H,2014
4663,Goias,Santos,2,2,D,2014
4664,Vitoria,Atletico-MG,2,3,A,2014
4665,Bahia,Fluminense,0,1,A,2014
4666,Sao Paulo,Gremio,1,0,H,2014
4667,Santos,Flamengo,0,0,D,2014
4668,Figueirense,Goias,0,1,A,2014
4669,Sport,Corinthians,1,4,A,2014
4670,Athletico-PR,Coritiba,2,0,H,2014
4671,Internacional,Cruzeiro,1,3,A,2014
4672,Botafogo-RJ,Vitoria,1,1,D,2014
4673,Chapecoense,Palmeiras,2,0,H,2014
4674,Atletico-MG,Criciuma,0,0,D,2014
4675,Criciuma,Coritiba,1,0,H,2014
4676,Palmeiras,Botafogo-RJ,0,2,A,2014
4677,Sport,Gremio,0,0,D,2014
4678,Internacional,Chapecoense,2,0,H,2014
4679,Goias,Vitoria,0,0,D,2014
4680,Corinthians,Cruzeiro,1,0,H,2014
4681,Athletico-PR,Sao Paulo,2,2,D,2014
4682,Atletico-MG,Fluminense,2,0,H,2014
4683,Flamengo,Figueirense,1,1,D,2014
4684,Bahia,Santos,0,2,A,2014
4685,Coritiba,Goias,3,0,H,2014
4686,Sao Paulo,Atletico-MG,2,1,H,2014
4687,Vitoria,Sport,0,1,A,2014
4688,Gremio,Palmeiras,0,0,D,2014
4689,Chapecoense,Bahia,2,1,H,2014
4690,Cruzeiro,Flamengo,3,0,H,2014
4691,Fluminense,Internacional,1,1,D,2014
4692,Santos,Criciuma,2,0,H,2014
4693,Figueirense,Athletico-PR,1,3,A,2014
4694,Corinthians,Botafogo-RJ,1,1,D,2014
4695,Sport,Bahia,1,0,H,2014
4696,Gremio,Goias,0,0,D,2014
4697,Coritiba,Figueirense,0,2,A,2014
4698,Sport,Botafogo-RJ,1,0,H,2014
4699,Criciuma,Fluminense,3,2,H,2014
4700,Bahia,Sao Paulo,0,2,A,2014
4701,Flamengo,Athletico-PR,1,2,A,2014
4702,Corinthians,Internacional,2,1,H,2014
4703,Santos,Palmeiras,2,0,H,2014
4704,Cruzeiro,Vitoria,3,1,H,2014
4705,Sao Paulo,Chapecoense,0,1,A,2014
4706,Figueirense,Gremio,0,1,A,2014
4707,Atletico-MG,Bahia,1,1,D,2014
4708,Botafogo-RJ,Coritiba,1,0,H,2014
4709,Internacional,Flamengo,4,0,H,2014
4710,Palmeiras,Cruzeiro,1,2,A,2014
4711,Vitoria,Corinthians,0,0,D,2014
4712,Athletico-PR,Criciuma,2,0,H,2014
4713,Fluminense,Santos,1,0,H,2014
4714,Goias,Sport,0,0,D,2014
4715,Santos,Chapecoense,3,0,H,2014
4716,Cruzeiro,Figueirense,5,0,H,2014
4717,Criciuma,Vitoria,1,3,A,2014
4718,Bahia,Internacional,0,1,A,2014
4719,Goias,Sao Paulo,2,1,H,2014
4720,Athletico-PR,Fluminense,0,3,A,2014
4721,Corinthians,Palmeiras,2,0,H,2014
4722,Sport,Atletico-MG,2,1,H,2014
4723,Flamengo,Botafogo-RJ,1,0,H,2014
4724,Gremio,Coritiba,2,3,A,2014
4725,Botafogo-RJ,Cruzeiro,1,1,D,2014
4726,Sao Paulo,Criciuma,1,1,D,2014
4727,Vitoria,Gremio,2,1,H,2014
4728,Palmeiras,Bahia,1,1,D,2014
4729,Chapecoense,Flamengo,1,0,H,2014
4730,Coritiba,Corinthians,0,0,D,2014
4731,Figueirense,Sport,3,0,H,2014
4732,Internacional,Santos,1,0,H,2014
4733,Fluminense,Goias,2,0,H,2014
4734,Atletico-MG,Athletico-PR,3,1,H,2014
4735,Chapecoense,Atletico-MG,1,1,D,2014
4736,Criciuma,Cruzeiro,0,0,D,2014
4737,Bahia,Goias,1,0,H,2014
4738,Fluminense,Coritiba,1,1,D,2014
4739,Flamengo,Sport,1,0,H,2014
4740,Santos,Corinthians,0,1,A,2014
4741,Athletico-PR,Botafogo-RJ,2,0,H,2014
4742,Internacional,Gremio,2,0,H,2014
4743,Atletico-MG,Palmeiras,2,1,H,2014
4744,Chapecoense,Figueirense,0,1,A,2014
4745,Sao Paulo,Vitoria,3,1,H,2014
4746,Goias,Internacional,0,1,A,2014
4747,Corinthians,Bahia,1,1,D,2014
4748,Coritiba,Flamengo,0,1,A,2014
4749,Palmeiras,Sao Paulo,1,2,A,2014
4750,Gremio,Criciuma,2,0,H,2014
4751,Cruzeiro,Santos,3,0,H,2014
4752,Vitoria,Chapecoense,0,0,D,2014
4753,Botafogo-RJ,Fluminense,2,0,H,2014
4754,Sport,Athletico-PR,1,1,D,2014
4755,Figueirense,Atletico-MG,2,2,D,2014
4756,Sport,Palmeiras,2,1,H,2014
4757,Figueirense,Botafogo-RJ,1,0,H,2014
4758,Santos,Athletico-PR,2,0,H,2014
4759,Coritiba,Vitoria,2,0,H,2014
4760,Bahia,Criciuma,0,0,D,2014
4761,Chapecoense,Fluminense,1,0,H,2014
4762,Flamengo,Atletico-MG,2,1,H,2014
4763,Internacional,Sao Paulo,0,1,A,2014
4764,Corinthians,Goias,5,2,H,2014
4765,Cruzeiro,Gremio,1,0,H,2014
4766,Atletico-MG,Internacional,1,0,H,2014
4767,Botafogo-RJ,Chapecoense,1,0,H,2014
4768,Palmeiras,Coritiba,1,0,H,2014
4769,Gremio,Corinthians,2,1,H,2014
4770,Criciuma,Flamengo,0,2,A,2014
4771,Vitoria,Figueirense,0,1,A,2014
4772,Sao Paulo,Santos,2,1,H,2014
4773,Fluminense,Sport,4,0,H,2014
4774,Goias,Cruzeiro,0,1,A,2014
4775,Athletico-PR,Bahia,0,0,D,2014
4776,Palmeiras,Internacional,0,1,A,2014
4777,Cruzeiro,Chapecoense,4,2,H,2014
4778,Corinthians,Fluminense,1,1,D,2014
4779,Coritiba,Atletico-MG,0,0,D,2014
4780,Sport,Criciuma,2,0,H,2014
4781,Figueirense,Sao Paulo,1,1,D,2014
4782,Botafogo-RJ,Santos,1,0,H,2014
4783,Gremio,Bahia,1,0,H,2014
4784,Goias,Athletico-PR,3,1,H,2014
4785,Vitoria,Flamengo,1,2,A,2014
4786,Santos,Vitoria,3,1,H,2014
4787,Flamengo,Gremio,0,1,A,2014
4788,Chapecoense,Goias,0,0,D,2014
4789,Sao Paulo,Sport,2,0,H,2014
4790,Criciuma,Corinthians,0,0,D,2014
4791,Atletico-MG,Botafogo-RJ,1,0,H,2014
4792,Fluminense,Cruzeiro,3,3,D,2014
4793,Bahia,Coritiba,0,0,D,2014
4794,Athletico-PR,Palmeiras,1,1,D,2014
4795,Internacional,Figueirense,2,3,A,2014
4796,Gremio,Athletico-PR,1,0,H,2014
4797,Palmeiras,Criciuma,1,0,H,2014
4798,Figueirense,Fluminense,1,1,D,2014
4799,Sport,Santos,3,1,H,2014
4800,Coritiba,Chapecoense,3,0,H,2014
4801,Goias,Flamengo,1,0,H,2014
4802,Botafogo-RJ,Sao Paulo,2,4,A,2014
4803,Vitoria,Internacional,2,0,H,2014
4804,Corinthians,Atletico-MG,1,0,H,2014
4805,Cruzeiro,Bahia,2,1,H,2014
4806,Fluminense,Palmeiras,3,0,H,2014
4807,Chapecoense,Sport,3,1,H,2014
4808,Santos,Coritiba,2,1,H,2014
4809,Bahia,Figueirense,3,0,H,2014
4810,Internacional,Botafogo-RJ,2,0,H,2014
4811,Flamengo,Corinthians,1,0,H,2014
4812,Sao Paulo,Cruzeiro,2,0,H,2014
4813,Athletico-PR,Vitoria,2,0,H,2014
4814,Atletico-MG,Gremio,0,0,D,2014
4815,Criciuma,Goias,1,0,H,2014
4816,Vitoria,Fluminense,3,1,H,2014
4817,Cruzeiro,Athletico-PR,2,0,H,2014
4818,Sport,Internacional,0,0,D,2014
4819,Figueirense,Criciuma,1,1,D,2014
4820,Botafogo-RJ,Bahia,2,3,A,2014
4821,Palmeiras,Flamengo,2,2,D,2014
4822,Coritiba,Sao Paulo,3,1,H,2014
4823,Corinthians,Chapecoense,1,1,D,2014
4824,Goias,Atletico-MG,2,3,A,2014
4825,Gremio,Santos,0,0,D,2014
4826,Athletico-PR,Internacional,0,1,A,2014
4827,Criciuma,Botafogo-RJ,1,1,D,2014
4828,Cruzeiro,Atletico-MG,2,3,A,2014
4829,Flamengo,Fluminense,1,1,D,2014
4830,Sport,Coritiba,1,0,H,2014
4831,Corinthians,Sao Paulo,3,2,H,2014
4832,Vitoria,Bahia,2,1,H,2014
4833,Santos,Figueirense,3,1,H,2014
4834,Goias,Palmeiras,6,0,H,2014
4835,Gremio,Chapecoense,1,0,H,2014
4836,Internacional,Criciuma,3,0,H,2014
4837,Coritiba,Cruzeiro,1,2,A,2014
4838,Bahia,Sport,1,0,H,2014
4839,Chapecoense,Athletico-PR,3,0,H,2014
4840,Sao Paulo,Flamengo,2,2,D,2014
4841,Figueirense,Corinthians,1,0,H,2014
4842,Fluminense,Gremio,0,0,D,2014
4843,Palmeiras,Vitoria,2,0,H,2014
4844,Botafogo-RJ,Goias,1,0,H,2014
4845,Atletico-MG,Santos,3,2,H,2014
4846,Chapecoense,Criciuma,1,1,D,2014
4847,Sport,Cruzeiro,0,0,D,2014
4848,Sao Paulo,Fluminense,1,3,A,2014
4849,Bahia,Flamengo,2,1,H,2014
4850,Athletico-PR,Corinthians,1,0,H,2014
4851,Botafogo-RJ,Gremio,0,2,A,2014
4852,Atletico-MG,Vitoria,2,0,H,2014
4853,Figueirense,Palmeiras,3,1,H,2014
4854,Internacional,Coritiba,4,2,H,2014
4855,Santos,Goias,2,0,H,2014
4856,Palmeiras,Chapecoense,4,2,H,2014
4857,Flamengo,Santos,0,1,A,2014
4858,Fluminense,Bahia,1,1,D,2014
4859,Coritiba,Athletico-PR,1,0,H,2014
4860,Vitoria,Botafogo-RJ,2,1,H,2014
4861,Gremio,Sao Paulo,0,1,A,2014
4862,Corinthians,Sport,3,0,H,2014
4863,Cruzeiro,Internacional,2,1,H,2014
4864,Criciuma,Atletico-MG,3,1,H,2014
4865,Goias,Figueirense,1,0,H,2014
4866,Botafogo-RJ,Palmeiras,0,1,A,2014
4867,Coritiba,Criciuma,1,0,H,2014
4868,Sao Paulo,Athletico-PR,1,0,H,2014
4869,Vitoria,Goias,2,2,D,2014
4870,Cruzeiro,Corinthians,0,1,A,2014
4871,Gremio,Sport,2,0,H,2014
4872,Figueirense,Flamengo,1,2,A,2014
4873,Santos,Bahia,1,0,H,2014
4874,Fluminense,Atletico-MG,0,0,D,2014
4875,Chapecoense,Internacional,5,0,H,2014
4876,Botafogo-RJ,Corinthians,1,0,H,2014
4877,Goias,Coritiba,3,0,H,2014
4878,Palmeiras,Gremio,2,1,H,2014
4879,Flamengo,Cruzeiro,3,0,H,2014
4880,Bahia,Chapecoense,0,1,A,2014
4881,Internacional,Fluminense,2,1,H,2014
4882,Atletico-MG,Sao Paulo,1,0,H,2014
4883,Athletico-PR,Figueirense,3,0,H,2014
4884,Sport,Vitoria,1,2,A,2014
4885,Criciuma,Santos,3,0,H,2014
4886,Goias,Gremio,0,0,D,2014
4887,Sao Paulo,Bahia,2,1,H,2014
4888,Fluminense,Criciuma,4,2,H,2014
4889,Atletico-MG,Chapecoense,1,0,H,2014
4890,Athletico-PR,Flamengo,2,1,H,2014
4891,Figueirense,Coritiba,4,0,H,2014
4892,Internacional,Corinthians,1,2,A,2014
4893,Palmeiras,Santos,1,3,A,2014
4894,Vitoria,Cruzeiro,0,1,A,2014
4895,Botafogo-RJ,Sport,1,1,D,2014
4896,Bahia,Atletico-MG,1,1,D,2014
4897,Corinthians,Vitoria,2,1,H,2014
4898,Flamengo,Internacional,2,0,H,2014
4899,Criciuma,Athletico-PR,0,1,A,2014
4900,Cruzeiro,Palmeiras,1,1,D,2014
4901,Gremio,Figueirense,1,0,H,2014
4902,Coritiba,Botafogo-RJ,2,0,H,2014
4903,Chapecoense,Sao Paulo,0,0,D,2014
4904,Santos,Fluminense,0,1,A,2014
4905,Sport,Goias,0,1,A,2014
4906,Figueirense,Cruzeiro,1,1,D,2014
4907,Palmeiras,Corinthians,1,1,D,2014
4908,Fluminense,Athletico-PR,2,1,H,2014
4909,Vitoria,Criciuma,3,1,H,2014
4910,Atletico-MG,Sport,3,2,H,2014
4911,Chapecoense,Santos,1,1,D,2014
4912,Coritiba,Gremio,1,1,D,2014
4913,Internacional,Bahia,2,0,H,2014
4914,Botafogo-RJ,Flamengo,2,1,H,2014
4915,Sao Paulo,Goias,3,0,H,2014
4916,Goias,Fluminense,0,2,A,2014
4917,Gremio,Vitoria,1,0,H,2014
4918,Corinthians,Coritiba,2,2,D,2014
4919,Santos,Internacional,1,2,A,2014
4920,Sport,Figueirense,1,0,H,2014
4921,Cruzeiro,Botafogo-RJ,2,1,H,2014
4922,Criciuma,Sao Paulo,1,2,A,2014
4923,Athletico-PR,Atletico-MG,1,0,H,2014
4924,Flamengo,Chapecoense,3,0,H,2014
4925,Bahia,Palmeiras,0,1,A,2014
4926,Coritiba,Fluminense,1,0,H,2014
4927,Palmeiras,Atletico-MG,0,2,A,2014
4928,Botafogo-RJ,Athletico-PR,0,2,A,2014
4929,Vitoria,Sao Paulo,1,2,A,2014
4930,Gremio,Internacional,4,1,H,2014
4931,Figueirense,Chapecoense,1,0,H,2014
4932,Sport,Flamengo,2,2,D,2014
4933,Corinthians,Santos,1,0,H,2014
4934,Cruzeiro,Criciuma,3,1,H,2014
4935,Goias,Bahia,3,0,H,2014
4936,Sao Paulo,Internacional,1,1,D,2014
4937,Criciuma,Gremio,0,3,A,2014
4938,Fluminense,Botafogo-RJ,1,0,H,2014
4939,Bahia,Corinthians,1,2,A,2014
4940,Athletico-PR,Sport,0,1,A,2014
4941,Flamengo,Coritiba,3,2,H,2014
4942,Santos,Cruzeiro,0,1,A,2014
4943,Internacional,Goias,1,0,H,2014
4944,Chapecoense,Vitoria,0,1,A,2014
4945,Sao Paulo,Palmeiras,2,0,H,2014
4946,Atletico-MG,Figueirense,1,1,D,2014
4947,Botafogo-RJ,Figueirense,0,1,A,2014
4948,Athletico-PR,Santos,1,1,D,2014
4949,Goias,Corinthians,0,1,A,2014
4950,Vitoria,Coritiba,1,1,D,2014
4951,Criciuma,Bahia,0,1,A,2014
4952,Atletico-MG,Flamengo,4,0,H,2014
4953,Palmeiras,Sport,0,2,A,2014
4954,Fluminense,Chapecoense,1,4,A,2014
4955,Gremio,Cruzeiro,1,2,A,2014
4956,Internacional,Atletico-MG,2,1,H,2014
4957,Bahia,Athletico-PR,1,2,A,2014
4958,Santos,Sao Paulo,0,1,A,2014
4959,Flamengo,Criciuma,1,1,D,2014
4960,Sport,Fluminense,2,2,D,2014
4961,Cruzeiro,Goias,2,1,H,2014
4962,Figueirense,Vitoria,2,0,H,2014
4963,Corinthians,Gremio,1,0,H,2014
4964,Chapecoense,Botafogo-RJ,2,0,H,2014
4965,Coritiba,Palmeiras,2,0,H,2014
4966,Criciuma,Sport,2,2,D,2014
4967,Internacional,Palmeiras,3,1,H,2014
4968,Flamengo,Vitoria,4,0,H,2014
4969,Sao Paulo,Figueirense,1,1,D,2014
4970,Santos,Botafogo-RJ,2,0,H,2014
4971,Fluminense,Corinthians,5,2,H,2014
4972,Chapecoense,Cruzeiro,1,1,D,2014
4973,Atletico-MG,Coritiba,1,2,A,2014
4974,Athletico-PR,Goias,1,0,H,2014
4975,Bahia,Gremio,1,0,H,2014
4976,Corinthians,Criciuma,2,1,H,2014
4977,Figueirense,Internacional,1,2,A,2014
4978,Coritiba,Bahia,3,2,H,2014
4979,Vitoria,Santos,0,1,A,2014
4980,Sport,Sao Paulo,1,0,H,2014
